Date,Second,Level,Wave,Avatar_facing,Avatar_action,Avatar_action_face,Avatar_action_detail,Avatar_health,Avatar_healthchange,Avatar_gold,Avatar_goldchange,Agent_number,Positive_contact,Negative_contact,Reward_number,Reward_nearest_distance,Reward_nearest_location_x,Reward_nearest_location_y,Reward_inrange_count,Reward_outrange_count,Reward_entry_direction,Reward_entry_angle,Threat_number,Threat_nearest_distance,Threat_nearest_location_x,Threat_nearest_location_y,Threat_projectile_hit,Threat_projectile_count,Threat_inrange_count,Threat_outrange_count,Threat_entry_direction,Threat_entry_angle,Coactive1_number,Coactive1_nearest_distance,Coactive1_nearest_location_x,Coactive1_nearest_location_y,Coactive1_inrange_count,Coactive1_outrange_count,Coactive1_entry_direction,Coactive1_entry_angle,Coactive2_number,Coactive2_nearest_distance,Coactive2_nearest_location_x,Coactive2_nearest_location_y,Coactive2_inrange_count,Coactive2_outrange_count,Coactive2_entry_direction,Coactive2_entry_angle,Action_event_start,Action_event_end
"2025/7/17-19:29:04",100,2,0,down-right,"","","",100,"",0,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:06",101,2,1,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,54.64379,-48.00955,-26.09648,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:07",102,2,1,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,50.64686,-44.49789,-24.18764,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:08",103,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,47.64447,-41.86002,-22.75377,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:09",104,2,1,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,44.64426,-39.22406,-21.32094,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:10",105,2,1,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,41.63849,-36.58322,-19.88547,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:11",106,2,1,up-left,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,38.63766,-33.94672,-18.45233,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:12",107,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,35.63826,-31.31148,-17.0199,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:13",108,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,32.63378,-28.67176,-15.58504,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:14",109,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,29.62928,-26.03204,-14.15016,0,1,135,BottomLeft,"",""
"2025/7/17-19:29:15",110,2,1,down-right,"hook,","down-right,","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,26.6279,-23.39506,-12.71678,0,1,135,BottomLeft,"hook-19:29:15,",""
"2025/7/17-19:29:16",111,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,23.62339,-20.75532,-11.2819,1,0,135,BottomLeft,"",""
"2025/7/17-19:29:17",112,2,1,down-right,"hook,","down-right,","MissingHook,",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,20.61957,-18.11618,-9.847363,1,0,135,BottomLeft,"hook-19:29:17,","hook-19:29:17,"
"2025/7/17-19:29:18",113,2,1,down-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,6.851687,-5.848869,-3.568801,1,0,135,BottomLeft,"",""
"2025/7/17-19:29:19",114,-,-,down-right,"","","",100,"20,",-20,"-20,",0,"Fat Mushroom,","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:20",115,-,-,down-right,"","","",100,"",-20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:21",116,-,-,down-right,"","","",100,"",-20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:22",117,-,-,down-right,"","","",100,"",-20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:23",118,-,-,down-right,"","","",100,"",-20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:29:24",119,-,-,down-right,"","","",100,"",-20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
